Date,Company,Category,Victim website,Victim country,Attacker name,Ransom demand,Exfiltrated data amount,Exfiltrated data type:,Leaked data:,Ransom deadline:,Generalize,,,,,,,,,,,,,,
26-02-2023,SCHWARTZ HAUTMONT PORT SHOP,Oil and Gas,shcm.es,Spain,Royal,N/A,N/A,N/A,/,N/A,Oil and Gas,,,,,,,,,,,,,,
27-02-2023,INDIKA ENERGY GLOBAL,Energy,indikaenergy.co.id,Indonesia,BlackCat,N/A,"69,76 GB","Corporate data (financial statements, employee data, partner network accesses",/,N/A,Service,,,,,,,,,,,,,,
27-02-2023,INPRO,Wholesale Building Materials,inpro-electric.de,Germany,Play,N/A,360 GB,"Private and personal confidential data, a lot of technical documentation, IDs,",8 GB including 50 passports,N/A,Service,,,,,,,,,,,,,,
27-02-2023,IL &FS,Construction,ilfsindia.com,India,LockBit3.0,"$ 299,000",N/A,"Contracts, personal data, passports, postal correspondence, financial",/,09th Mar 23,Service,,,,,,,,,,,,,,
27-02-2023,COTTEE PARKER,Architecture and Planning,cotteeparker.com.au,Australia,LockBit3.0,"$ 499,000",N/A,"Postal correspondence, contracts. Confidential and non-disclosure agreements.",Sample with screenshots of miscellaneous documents,09th Mar 23,Service,,,,,,,,,,,,,,
27-02-2023,iSPACE,Information Technology & Services,ispace.com,USA,LockBit3.0,N/A,100 GB,"Miscellaneous, confidential and PII documents","Sample with screenshots of miscellaneous, confidential and PII documents",08th Mar 23,Service,,,,,,,,,,,,,,
27-02-2023,G &G ELECTRONICS,Computers and Electronics Manufacturing,ggelectronics.com,USA,BianLian,N/A,320 GB,"Marketing content, HR, business data, accounting data",100% of the exfiltrated data,N/A,Manufacture,,,,,,,,,,,,,,
27-02-2023,THINK WELTY,Construction,thinkwelty.com,USA,BlackCat,N/A,"1,7 TB",Personal and corporate data,/,N/A,Service,,,,,,,,,,,,,,
27-02-2023,HAK GRAZBACHGASSE,Unknown,hak-graz.at,Austria,BianLian,N/A,331 GB,Miscellaneous documents,100% of the exfiltrated data,N/A,Na,,,,,,,,,,,,,,
27-02-2023,ADVANCE2000,IT/Technology,advance2000.com,USA,BianLian,N/A,80 GB,"SQL databases, client’s data: adresses, phone numbers, emails, birth dates,",Sample with screenshots of miscellaneous documents,100% of the exfiltrated data,IT,,,,,,,,,,,,,,
27-02-2023,ANXA,Wellness Solutions,anxa.com,France,BianLian,N/A,60 GB,"Client’s data: full names, addresses, emails, birth dates, etc., finance,",100% of the exfiltrated data,N/A,Service,,,,,,,,,,,,,,
27-02-2023,THOMPSON SAFETY,Facilities Services,thompson-safety.com,USA,BianLian,N/A,130 GB,"HR, business, employee data, finance.",100% of the exfiltrated data,N/A,Service,,,,,,,,,,,,,,
27-02-2023,DELAWARE LIFE,Insurance,delawarelife.com,USA,LockBit3.0,N/A,N/A,N/A,/,N/A,Insurance,,,,,,,,,,,,,,
27-02-2023,SCHWARTZ HAUTMONT PORT SHOP,Oil and Gas,shcm.es,Spain,Royal,N/A,N/A,N/A,/,N/A,Oil and Gas,,,,,,,,,,,,,,
28-02-2023,CONVEX,Internet,convex.ru,Russia,Caxxii (Anonymous affiliate),N/A,"128 GB including 150,129 accounts","Email addresses, IP addresses, Names, Phone, detailing the Kremlin’s alleged",100% of the exfiltrated data,N/A,Service,,,,,,,,,,,,,,
28-02-2023,COOLE BEVIS SOLICITORS,Law,coolebevislaw.com,USA,BlackCat,N/A,770 GB,"Internal company data (Employees personal data, CV’s, DL’s, ID’s, Financial",Sample with screenshots of miscellaneous and PII documents,N/A,Law,,,,,,,,,,,,,,
28-02-2023,WHITE SETTLEMENT INDEPENDENT SCHOOL DISTRICT,School District,wsisd.com,USA,LockBit3.0,N/A,461 GB,Miscellaneous including PII documents,"Sample with screenshots of miscellaneous, PII documents",20th Mar 23,Education,,,,,,,,,,,,,,
28-02-2023,HEMERIA,Aviation & Aerospace,hemeria-group.com,France,Snatch,N/A,"59,5 GB",Miscellaneous including projects draws,100% of the exfiltrated data,N/A,Aviation,,,,,,,,,,,,,,
28-02-2023,ROSENBAUER,Automotive,rosenbauer.com,Germany,LockBit3.0,N/A,232 GB,Miscellaneous including confidential documents,"Sample with screenshots of miscellaneous, confidential documents",18th Mar 23,Service,,,,,,,,,,,,,,
28-02-2023,P.C. PRODUCTS INTERNATIONAL,Vehicle Parts Manufacturing,pcproductsinter.com,Thailand,LockBit3.0,N/A,189 GB,Miscellaneous documents,Sample with screenshots of miscellaneous documents,20th Mar 23,Manufacture,,,,,,,,,,,,,,
28-02-2023,CARVER AERO,Aviation and Aerospace Component Manufacturing,carveraero.com,USA,LockBit3.0,N/A,145 GB,Miscellaneous including PII documents,"Sample with screenshots of miscellaneous, PII documents",20th Mar 23,Manufacture,,,,,,,,,,,,,,
28-02-2023,BOCCA-SACS,Wholesale,bocca-sacs.com,France,LockBit3.0,N/A,73 GB,Miscellaneous documents,Sample with screenshots of miscellaneous documents,20th Mar 23,Service,,,,,,,,,,,,,,
28-02-2023,CHOWTAIFOOK,Luxury Goods & Jewelry,chowtaifook.com,China,Vendetta,N/A,At least 10 GB,"All data bases, accounting documentation",100% of the exfiltrated data,N/A,Service,,,,,,,,,,,,,,
28-02-2023,MINISTRY OF COMMERCE AND INDUSTRY,Public Sector,moci.gov.kw,Kuwait,LockBit3.0,N/A,"23,3 GB",Miscellaneous documents,Sample with screenshots of miscellaneous documents,16th Mar 23,public sector,,,,,,,,,,,,,,
28-02-2023,HYOSUNG,Fashion,hyosung.jp,Japan,LockBit3.0,"$ 30,000",N/A,N/A,/,11th Mar 23,Service,,,,,,,,,,,,,,
28-02-2023,WASHINGTON COUNTY SHERIFF’S OFFICE,Public Sector,wcso.us,USA,LockBit3.0,N/A,N/A,Miscellaneous including PII documents,"Sample with screenshots of miscellaneous, PII documents",20th Feb 23,public sector,,,,,,,,,,,,,,
28-02-2023,INGENICO,Finance,ingenico.com,France,Snatch,N/A,N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,N/A,Bank,,,,,,,,,,,,,,
28-02-2023,MSX INTERNATIONAL,Motor Vehicle Manufacturing,msxi.com,USA,Snatch,N/A,N/A,N/A,/,N/A,Manufacture,,,,,,,,,,,,,,
28-02-2023,LSA INTERNATIONAL,Manufacturing,lsa-international.com,United Kingdom,LockBit3.0,N/A,N/A,N/A,/,16th Mar 23,Manufacture,,,,,,,,,,,,,,
